AvgDialog_18764_Content_10,aeml,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,131,AvgDialog,Content,阿格里帕,咳咳咳……你，你这家伙怎么能耍赖！,"켁, 켁켁…… 너, 너... 그건 반칙이잖아!"
AvgDialog_18764_Content_21,aemx,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,142,AvgDialog,Content,阿格里帕,<SmallShake:这就要问把我丢进来的家伙了，我哪知道祂在想什么……>,"<SmallShake:그건 날 여기 던져 넣은 녀석한테 물어봐야지, 그 녀석이 무슨 생각을 하는지 내가 어떻게 알아……>"
AvgDialog_18764_Content_22,aemy,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,143,AvgDialog,Content,玩家,怎么会这样……,어쩌다 이렇게 된 건지...
AvgDialog_18764_Content_25,aemB,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,146,AvgDialog,Content,玩家,他有可能，呃，比如说……无视这个迷宫的规则吗？,"그러면 혹시, 어, 그러니까… 이 미궁의 규칙을 무시할 수도 있을까?"
AvgDialog_18764_Content_28,aemE,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,149,AvgDialog,Content,阿格里帕,要不要猜猜看，为什么你会在迷宫里看到那么多熟悉的人和地方？,네가 미궁에서 왜 그렇게 많은 익숙한 사람들과 장소를 보게 됐는지 알아?
AvgDialog_18770_Content_7,aetM,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,160,AvgDialog,Content,「威廉」,啧，真小气！,"쳇, 쩨쩨하기는!"
AvgDialog_18770_Content_12,aesO,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,165,AvgDialog,Content,阿格里帕,要我说呢，反正咱俩谁都杀不死谁，还不如就这样好好相处。,어차피 우리 둘 다 서로를 죽일 수 없잖아. 이왕이면 서로 잘 지내보는 게 어때?
AvgDialog_18770_Content_14,aesQ,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,167,AvgDialog,Content,阿格里帕,别看我一直待在地下，却也学了一手好牌技，没人能玩过我！,내가 계속 지하에 갇혀 있었다고 얕보지 마. 난 엄청난 카드 기술을 익혔다고. 아무도 날 이기지 못할 걸!
AvgDialog_18770_Content_15,aesR,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,168,AvgDialog,Content,,不得不承认，她的话多少有些打击到你。,솔직히 인정할 수밖에 없었다. 그녀의 말에 당신은 약간 흔들렸다.
AvgDialog_18770_Content_19,aesV,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,172,AvgDialog,Content,玩家,"我不太会玩牌，来聊聊天吧。
你是怎么被困在这个迷宫里的？",난 카드 게임 잘 못해. 그냥 얘기나 하자. 너는 어쩌다가 이 미궁에 갇힌 거야?
AvgDialog_18770_Content_22,aesZ,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,175,AvgDialog,Content,玩家,这可是你说的，我们需要好好相处。那么，坦诚相待就是第一步。,"네가 얘기했잖아, 잘 지내 보자고. 그러면 서로에게 솔직해지는 게 먼저지."
AvgDialog_18770_Content_24,aetb,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,177,AvgDialog,Content,阿格里帕,当年我家可是卡普阿的首富，每天跟在我后面的奴隶都望不到尽头……,예전에 우리 가문은 카푸아에서 가장 부유했어. 매일 내 뒤를 따르는 노예들의 행렬에 끝이 보이지 않을 정도였지…
AvgDialog_18770_Content_42,aetv,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,195,AvgDialog,Content,玩家,阿格里帕，你听了那么多外面的故事……有什么想去的地方吗？,"아그리파, 바깥세상 이야기를 그렇게 많이 들었는데… 가고 싶은 곳은 없어?"
AvgDialog_18770_Content_45,aety,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,198,AvgDialog,Content,,阿格里帕几乎是不假思索地回答。,아그리파는 거의 망설임 없이 대답했다.
AvgDialog_18769_Content_2,aern,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,211,AvgDialog,Content,,洪积前16@1年，卡普阿,"대홍수로부터 16@1년 전, 카푸아"
AvgDialog_18769_Content_39,aerI,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,248,AvgDialog,Content,玩家,第一，为什么你的子嗣可以自由出入迷宫，你和我却不可以？,"첫째, 네 자손들은 미궁을 자유롭게 드나들 수 있는데, 왜 너와 나는 안 돼?"
AvgDialog_18769_Content_63,aesj,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,272,AvgDialog,Content,阿格里帕,不，不可能的。我宁愿死，也不愿在他们面前流下一滴眼泪。,"아니, 그럴 일은 없어. 그 놈들 앞에서 눈물 한 방울이라도 흘릴 바에는 차라리 죽는 게 나아."
AvgDialog_18769_Content_70,aesr,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,279,AvgDialog,Content,玩家,别说了。都过去了。,그만해. 다 지난 일이야.
AvgDialog_18768_Content_9,aerb,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,356,AvgDialog,Content,,洪积前16@1年，卡普阿郊外,"대홍수로부터 16@1년 전, 카푸아 교외"
AvgDialog_18768_Content_25,aeqq,avgV1.0阿格里帕小型支线_AvgDialog_C_M.csv,372,AvgDialog,Content,阿格里帕,<SmallShake:这家伙虽然是个好人，说话却奇奇怪怪的……>,"<SmallShake:이 녀석, 착하긴 한데, 하는 말이 좀 이상해……>"
AvgDialog_8232_Content_2,aqFi,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,9,AvgDialog,Content,,悔过,회개
AvgDialog_8232_Content_3,aqFt,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,10,AvgDialog,Content,,"那持灯的预备了火焰，要将一切罪恶从世间驱逐。
The Lightbearer hath prepared a fire to purge this world of all iniquity.",등불지기의 불꽃이 세상의 모든 사악을 몰아낼 것이니.
AvgDialog_8232_Content_4,aqFE,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,11,AvgDialog,Content,,你是什么？,그대는 누구인가?
AvgDialog_8232_Content_5,aqFP,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,12,AvgDialog,Content,？？？,我是罪人。,나는 죄 지은 자요.
AvgDialog_8232_Content_6,aqGa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,13,AvgDialog,Content,,你犯下了什么罪过？,네 죄는 무엇이더냐?
AvgDialog_8232_Content_7,aqGl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,14,AvgDialog,Content,？？？,我贪婪成性，我放纵欲望，我任由恶魔污染我的灵魂，然后将痛苦带给无辜之人。,"강욕에 물들어 탐욕을 방종하며, 악마와 혼을 섞고, 사욕을 위해 무고한 이를 고통받게 했사옵고..."
AvgDialog_8232_Content_8,aqGu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,15,AvgDialog,Content,,你应该怎么做？,그렇다면 어찌해야 하느냐?
AvgDialog_8232_Content_9,aqGv,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,16,AvgDialog,Content,？？？,"我应当向我所害的人忏悔，我应当向神明忏悔。
我应当受鞭笞之刑，应当流血直到黑色的罪恶流出，以获得<Red:净化>。","내 죄로 하여금 피 흘린 이에게 용서를 구걸하며, 속죄하며, 헌신하며, 채찍으로 아버지께 회개를 맹세하며 내 안의 더러운 죄를 토해내 스스로를 <Red:정화> 하며..."
AvgDialog_8232_Content_10,aqEY,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,17,AvgDialog,Content,？？？,审判将至，唯有纯净的灵魂得以进入无罪的净土。,"심판의 날이 도래하리니, 오직 순결한 이만이 낙원에 이르리라."
AvgDialog_8232_Content_11,aqEZ,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,18,AvgDialog,Content,,<Red:愿提灯长明>。,<Red:등불이 영원히 빛나기를>.
AvgDialog_8232_Content_12,aqFa,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,19,AvgDialog,Content,,"伦蒂尼恩圣堂区
父神济世大圣堂","론디니움 교구, \n구원의 대성당"
AvgDialog_8232_Content_13,aqFb,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,20,AvgDialog,Content,,难得的阳光驱散了弥漫伦蒂尼恩的水汽，点点浮云铺陈在蓝天之中投下斑驳的阴影，为下面的人们带来转瞬即逝的阴凉。,"드물게 쏟아진 볕이 론디니움 자욱히 찬 물안개를 걷어내자, 하늘 너머 듬성 남은 구름조각들이 초여름의 그늘을 남기며 찰나의 선선함을 선물하고 있다."
AvgDialog_8232_Content_14,aqFc,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,21,AvgDialog,Content,,彩带与彩旗从圣堂的塔楼上向四处延伸，通过支撑的旗杆与周围的房屋相连，其中最大的是挂在圣堂塔楼间的横幅，上面写着“义卖日”。,"형형색색의 깃발과 매듭이 성당 높이 뻗은 탑과 주변의 집을 잇고, 크고 아름답게 장식된 현수막에는 ""바자회""라 적혀, 오늘이 어떤 날인지를 기쁘게 알리고 있었다."
AvgDialog_8232_Content_15,aqFd,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,22,AvgDialog,Content,,层叠的门楣之下，沉重的木门向内敞开着，方便参加完祈福仪式的人们离开静谧的圣堂，加入到喧嚣热烈的集市之中。,"성당으로 이어지는 빼곡한 문설주 아래로 굳게 다물고 있던 나무문들이 활짝 입을 벌리고 있었고, 그 너머로 축복 의식을 마친 사람들이 삼삼 오오 웃으며 축제 속으로 하나 둘 녹아들고 있다."
AvgDialog_8232_Content_16,aqFe,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,23,AvgDialog,Content,奥吉尔,今天真的非常感谢你，<Blue:索菲亚小姐>。,"오늘 도와주셔서 정말 고맙습니다, <Blue:소피아 양>."
AvgDialog_8232_Content_17,aqFf,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,24,AvgDialog,Content,,你和奥吉尔走在人群的最后，名为索菲亚的圣堂事务员走在你们身边，笑着与你们交谈。,"오지에와 당신은 웃으며 성당 사무원, 소피아의 뒤를 따라 걸었다."
AvgDialog_8232_Content_18,aqFg,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,25,AvgDialog,Content,玩家,是啊，如果不是你，我们恐怕连圣堂的门都挤不进去。,"맞아요, 소피아님이 안 계셨다면 우린 성당 문 너머로 들어가지도 못했을 거에요."
AvgDialog_8232_Content_19,aqFh,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,26,AvgDialog,Content,索菲亚,<Blue:萨尔瓦多主教>主持仪式的时候大家都格外热情，我也只是比较有准备而已。,"다들 <Blue:살바도르 주교>님의 개막 미사 준비에 열중할 때, 그냥 자리에 조금 여유를 뒀을 뿐이에요."
AvgDialog_8232_Content_20,aqFj,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,27,AvgDialog,Content,索菲亚,下次你们来的时候，我偷偷给你们留个位子，这样你们就不用发愁啦。,다음부터는 미리 자리를 준비해드릴게요. 제가 없더라도 언제든 오실 수 있도록요.
AvgDialog_8232_Content_21,aqFk,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,28,AvgDialog,Content,奥吉尔,这、这样是可以的么？对其他人会不会不太公平……,"그... 그래도 괜찮을까요? 해 주시면 감사하지만, 다른 분들도 계시는데..."
AvgDialog_8232_Content_22,aqFl,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,29,AvgDialog,Content,索菲亚,那个人对你很重要吧？你为之祈福的人。,당신에게 소중한 사람이잖아요? 당신에게 유일한 사람.
AvgDialog_8232_Content_23,aqFm,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,30,AvgDialog,Content,,奥吉尔眼神飘忽，似乎看了你一眼，然后重重地点头。,"당신을 바라보는 오지에의 시선은 약간 흔들렸지만, 곧 힘껏 고개를 끄덕였다."
AvgDialog_8232_Content_24,aqFn,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,31,AvgDialog,Content,索菲亚,"那么，这个就当做我们之间的秘密吧？
像你这样虔心又虔诚的孩子，父神肯定也很乐意给予一些优待的。",그럼 우리만의 비밀로 할까요? \n 신부님도 당신처럼 경건하고 독실한 사람에게 약간의 선물정도는 이해해 주실거에요.
AvgDialog_8232_Content_25,aqFo,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,32,AvgDialog,Content,奥吉尔,如果是这样的话……,그리 말씀하신다면...
AvgDialog_8232_Content_26,aqFp,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,33,AvgDialog,Content,奥吉尔,？！,?!
AvgDialog_8232_Content_27,aqFq,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,34,AvgDialog,Content,,一声尖叫打断了你们的对话，听到声音的人们也停下脚步，往声音发出的方向张望。,"돌연 울려퍼진 비명소리에 무색히 끊어진 대화 너머로, 사람들의 시선이 한 곳으로 몰렸다."
AvgDialog_8232_Content_28,aqFr,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,35,AvgDialog,Content,,广场的一角似乎乱了起来，不少人围成一个圈，其中隐约能听到争执的声音。,"소리를 따라 시선을 돌리자 광장의 한 쪽에 많은 사람들이 모여 소란스러웠고, 실랑이는 소리가 저 너머에서 들려오고 있다."
AvgDialog_8232_Content_29,aqFs,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,36,AvgDialog,Content,中年人,……你……警局……！,너... 따라.... 경찰서....!!!
AvgDialog_8232_Content_30,aqFu,avgV1.3萨尔瓦多大型支线_AvgDialog_C_M.csv,37,AvgDialog,Content,年轻男人,有罪……我……<Yellow:净化>……！,죄... 나... <Yellow:정화>...!
